Speed (Without Acceleration),Angle Speed,Ticks per Step (First),Ticks per Step (Periodic),Ticks per Step (Average),Steps per Second,Angles Before Gravity (Average),Angles Before Reset (Average)
6783,4326,,6,6.0,5.0,37884,89684
6784,4327,,6,6.0,5.0,37890,89699
6785,4328,,6,6.0,5.0,37899,89719
6786,4329,,6,6.0,5.0,37908,89739
6787,4330,,6,6.0,5.0,37914,89754
6788,4331,,6,6.0,5.0,37923,89774
6789,4332,,6,6.0,5.0,37932,89794
6790,4333,,6,6.0,5.0,37938,89809
6791,4334,,6,6.0,5.0,37947,89829
6792,4335,,6,6.0,5.0,37956,89849
6793,4336,,6,6.0,5.0,37962,89864
6794,4337,,6,6.0,5.0,37971,89884
6795,4338,,6,6.0,5.0,37980,89904
6796,4339,,6,6.0,5.0,37986,89919
6797,4340,,6,6.0,5.0,37995,89939
6798,4341,,6,6.0,5.0,38004,89959
6799,4342,,6,6.0,5.0,38010,89974
6800,4343,,6,6.0,5.0,38019,89994
6801,4344,,6,6.0,5.0,38028,90014
6802,4345,,6,6.0,5.0,38034,90029
6803,4346,,6,6.0,5.0,38043,90049
6804,4347,,6,6.0,5.0,38052,90069
6805,4348,,6,6.0,5.0,38058,90084
6806,4349,,6,6.0,5.0,38067,90104
6807,4350,,6,6.0,5.0,38076,90124
6808,4351,,6,6.0,5.0,38082,90139
6809,4352,,6,6.0,5.0,38091,90159
6810,4353,,6,6.0,5.0,38100,90179
6811,4354,,6,6.0,5.0,38106,90194
6812,4355,,6,6.0,5.0,38115,90214
6813,4356,,6,6.0,5.0,38124,90234
6814,4357,,6,6.0,5.0,38130,90249
6815,4358,,6,6.0,5.0,38139,90269
6816,4359,,6,6.0,5.0,38148,90289
6817,4360,,6,6.0,5.0,38154,90304
6818,4361,,6,6.0,5.0,38163,90324
6819,4362,,6,6.0,5.0,38172,90344
6820,4363,,6,6.0,5.0,38178,90359
6821,4364,,6,6.0,5.0,38187,90379
6822,4365,,6,6.0,5.0,38196,90399
6823,4366,,6,6.0,5.0,38202,90414
6824,4367,,6,6.0,5.0,38211,90434
6825,4368,,6,6.0,5.0,38220,90454
6826,4369,,6,6.0,5.0,38226,90469
6827,4370,,6,6.0,5.0,38235,90489
6828,4371,,6,6.0,5.0,38244,90509
6829,4372,,6,6.0,5.0,38250,90524
6830,4373,,6,6.0,5.0,38259,90544
6831,4374,,6,6.0,5.0,38268,90564
6832,4375,,6,6.0,5.0,38274,90579
6833,4376,,6,6.0,5.0,38283,90599
6834,4377,,6,6.0,5.0,38292,90619
6835,4378,,6,6.0,5.0,38298,90634
6836,4379,,6,6.0,5.0,38307,90654
6837,4380,,6,6.0,5.0,38316,90674
6838,4381,,6,6.0,5.0,38322,90689
6839,4382,,6,6.0,5.0,38331,90709
6840,4383,,6,6.0,5.0,38340,90729
6841,4384,,6,6.0,5.0,38346,90744
6842,4385,,6,6.0,5.0,38355,90764
6843,4386,,6,6.0,5.0,38364,90784
6844,4387,,6,6.0,5.0,38370,90799
6845,4388,,6,6.0,5.0,38379,90819
6846,4389,,6,6.0,5.0,38388,90839
6847,4390,,6,6.0,5.0,38394,90854
6848,4391,,6,6.0,5.0,38403,90874
6849,4392,,6,6.0,5.0,38412,90894
6850,4393,,6,6.0,5.0,38418,90909
6851,4394,,6,6.0,5.0,38427,90929
6852,4395,,6,6.0,5.0,38436,90949
6853,4396,,6,6.0,5.0,38442,90964
6854,4397,,6,6.0,5.0,38451,90984
6855,4398,,6,6.0,5.0,38460,91004
6856,4399,,6,6.0,5.0,38466,91019
6857,4400,,6,6.0,5.0,38475,91039
6858,4401,,6,6.0,5.0,38484,91059
6859,4402,,6,6.0,5.0,38490,91074
6860,4403,,6,6.0,5.0,38499,91094
6861,4404,,6,6.0,5.0,38508,91114
6862,4405,,6,6.0,5.0,38514,91129
6863,4406,,6,6.0,5.0,38523,91149
6864,4407,,6,6.0,5.0,38532,91169
6865,4408,,6,6.0,5.0,38538,91184
6866,4409,,6,6.0,5.0,38547,91204
6867,4410,,6,6.0,5.0,38556,91224
6868,4411,,6,6.0,5.0,38562,91239
6869,4412,,6,6.0,5.0,38571,91259
6870,4413,,6,6.0,5.0,38580,91279
6871,4414,,6,6.0,5.0,38586,91294
6872,4415,,6,6.0,5.0,38595,91314
6873,4416,,6,6.0,5.0,38604,91334
6874,4417,,6,6.0,5.0,38610,91349
6875,4418,,6,6.0,5.0,38619,91369
6876,4419,,6,6.0,5.0,38628,91389
6877,4420,,6,6.0,5.0,38634,91404
6878,4421,,6,6.0,5.0,38643,91424
6879,4422,,6,6.0,5.0,38652,91444
6880,4423,,6,6.0,5.0,38658,91459
6881,4424,,6,6.0,5.0,38667,91479
6882,4425,,6,6.0,5.0,38676,91499
6883,4426,,6,6.0,5.0,38682,91514
6884,4427,,6,6.0,5.0,38691,91534
6885,4428,,6,6.0,5.0,38700,91554
6886,4429,,6,6.0,5.0,38706,91569
6887,4430,,6,6.0,5.0,38715,91589
6888,4431,,6,6.0,5.0,38724,91609
6889,4432,,6,6.0,5.0,38730,91624
6890,4433,,6,6.0,5.0,38739,91644
6891,4434,,6,6.0,5.0,38748,91664
6892,4435,,6,6.0,5.0,38754,91679
6893,4436,,6,6.0,5.0,38763,91699
6894,4437,,6,6.0,5.0,38772,91719
6895,4438,,6,6.0,5.0,38778,91734
6896,4439,,6,6.0,5.0,38787,91754
6897,4440,,6,6.0,5.0,38796,91774
6898,4441,,6,6.0,5.0,38802,91789
6899,4442,,6,6.0,5.0,38811,91809
6900,4443,,6,6.0,5.0,38820,91829
6901,4444,,6,6.0,5.0,38826,91844
6902,4445,,6,6.0,5.0,38835,91864
6903,4446,,6,6.0,5.0,38844,91884
6904,4447,,6,6.0,5.0,38850,91899
6905,4448,,6,6.0,5.0,38859,91919
6906,4449,,6,6.0,5.0,38868,91939
6907,4450,,6,6.0,5.0,38874,91954
6908,4451,,6,6.0,5.0,38883,91974
6909,4452,,6,6.0,5.0,38892,91994
6910,4453,,6,6.0,5.0,38898,92009
6911,4454,,6,6.0,5.0,38907,92029
6912,4455,,6,6.0,5.0,38916,92049
6913,4456,,6,6.0,5.0,38922,92064
6914,4457,,6,6.0,5.0,38931,92084
6915,4458,,6,6.0,5.0,38940,92104
6916,4459,,6,6.0,5.0,38946,92119
6917,4460,,6,6.0,5.0,38955,92139
6918,4461,,6,6.0,5.0,38964,92159
6919,4462,,6,6.0,5.0,38970,92174
6920,4463,,6,6.0,5.0,38979,92194
6921,4464,,6,6.0,5.0,38988,92214
6922,4465,,6,6.0,5.0,38994,92229
6923,4466,,6,6.0,5.0,39003,92249
6924,4467,,6,6.0,5.0,39012,92269
6925,4468,,6,6.0,5.0,39018,92284
6926,4469,,6,6.0,5.0,39027,92304
6927,4470,,6,6.0,5.0,39036,92324
6928,4471,,6,6.0,5.0,39042,92339
6929,4472,,6,6.0,5.0,39051,92359
6930,4473,,6,6.0,5.0,39060,92379
6931,4474,,6,6.0,5.0,39066,92394
6932,4475,,6,6.0,5.0,39075,92414
6933,4476,,6,6.0,5.0,39084,92434
6934,4477,,6,6.0,5.0,39090,92449
6935,4478,,6,6.0,5.0,39099,92469
6936,4479,,6,6.0,5.0,39108,92489
6937,4480,,6,6.0,5.0,39114,92504
6938,4481,,6,6.0,5.0,39123,92524
6939,4482,,6,6.0,5.0,39132,92544
6940,4483,,6,6.0,5.0,39138,92559
6941,4484,,6,6.0,5.0,39147,92579
6942,4485,,6,6.0,5.0,39156,92599
6943,4486,,6,6.0,5.0,39162,92614
6944,4487,,6,6.0,5.0,39171,92634
6945,4488,,6,6.0,5.0,39180,92654
6946,4489,,6,6.0,5.0,39186,92669
6947,4490,,6,6.0,5.0,39195,92689
6948,4491,,6,6.0,5.0,39204,92709
6949,4492,,6,6.0,5.0,39210,92724
6950,4493,,6,6.0,5.0,39219,92744
6951,4494,,6,6.0,5.0,39228,92764
6952,4495,,6,6.0,5.0,39234,92779
6953,4496,,6,6.0,5.0,39243,92799
6954,4497,,6,6.0,5.0,39252,92819
6955,4498,,6,6.0,5.0,39258,92834
6956,4499,,6,6.0,5.0,39267,92854
6957,4500,,6,6.0,5.0,39276,92874
6958,4501,,6,6.0,5.0,39282,92889
6959,4502,,6,6.0,5.0,39291,92909
6960,4503,,6,6.0,5.0,39300,92929
6961,4504,,6,6.0,5.0,39306,92944
6962,4505,,6,6.0,5.0,39315,92964
6963,4506,,6,6.0,5.0,39324,92984
6964,4507,,6,6.0,5.0,39330,92999
6965,4508,,6,6.0,5.0,39339,93019
6966,4509,,6,6.0,5.0,39348,93039
6967,4510,,6,6.0,5.0,39354,93054
6968,4511,,6,6.0,5.0,39363,93074
6969,4512,,6,6.0,5.0,39372,93094
6970,4513,,6,6.0,5.0,39378,93109
6971,4514,,6,6.0,5.0,39387,93129
6972,4515,,6,6.0,5.0,39396,93149
6973,4516,,6,6.0,5.0,39402,93164
6974,4517,,6,6.0,5.0,39411,93184
6975,4518,,6,6.0,5.0,39420,93204
6976,4519,,6,6.0,5.0,39426,93219
6977,4520,,6,6.0,5.0,39435,93239
6978,4521,,6,6.0,5.0,39444,93259
6979,4522,,6,6.0,5.0,39450,93274
6980,4523,,6,6.0,5.0,39459,93294
6981,4524,,6,6.0,5.0,39468,93314
6982,4525,,6,6.0,5.0,39474,93329
6983,4526,,6,6.0,5.0,39483,93349
6984,4527,,6,6.0,5.0,39492,93369
6985,4528,,6,6.0,5.0,39498,93384
6986,4529,,6,6.0,5.0,39507,93404
6987,4530,,6,6.0,5.0,39516,93424
6988,4531,,6,6.0,5.0,39522,93439
6989,4532,,6,6.0,5.0,39531,93459
6990,4533,,6,6.0,5.0,39540,93479
6991,4534,,6,6.0,5.0,39546,93494
6992,4535,,6,6.0,5.0,39555,93514
6993,4536,,6,6.0,5.0,39564,93534
6994,4537,,6,6.0,5.0,39570,93549
6995,4538,,6,6.0,5.0,39579,93569
6996,4539,,6,6.0,5.0,39588,93589
6997,4540,,6,6.0,5.0,39594,93604
6998,4541,,6,6.0,5.0,39603,93624
6999,4542,,6,6.0,5.0,39612,93644
7000,4543,,6,6.0,5.0,39618,93659
7001,4544,,6,6.0,5.0,39627,93679
7002,4545,,6,6.0,5.0,39636,93699
7003,4546,,6,6.0,5.0,39642,93714
7004,4547,,6,6.0,5.0,39651,93734
7005,4548,,6,6.0,5.0,39660,93754
7006,4549,,6,6.0,5.0,39666,93769
7007,4550,,6,6.0,5.0,39675,93789
7008,4551,,6,6.0,5.0,39684,93809
7009,4552,,6,6.0,5.0,39690,93824
7010,4553,,6,6.0,5.0,39699,93844
7011,4554,,6,6.0,5.0,39708,93864
7012,4555,,6,6.0,5.0,39714,93879
7013,4556,,6,6.0,5.0,39723,93899
7014,4557,,6,6.0,5.0,39732,93919
7015,4558,,6,6.0,5.0,39738,93934
7016,4559,,6,6.0,5.0,39747,93954
7017,4560,,6,6.0,5.0,39756,93974
7018,4561,,6,6.0,5.0,39762,93989
7019,4562,,6,6.0,5.0,39771,94009
7020,4563,,6,6.0,5.0,39780,94029
7021,4564,,6,6.0,5.0,39786,94044
7022,4565,,6,6.0,5.0,39795,94064
7023,4566,,6,6.0,5.0,39804,94084
7024,4567,,6,6.0,5.0,39810,94099
7025,4568,,6,6.0,5.0,39819,94119
7026,4569,,6,6.0,5.0,39828,94139
7027,4570,,6,6.0,5.0,39834,94154
7028,4571,,6,6.0,5.0,39843,94174
7029,4572,,6,6.0,5.0,39852,94194
7030,4573,,6,6.0,5.0,39858,94209
7031,4574,,6,6.0,5.0,39867,94229
7032,4575,,6,6.0,5.0,39876,94249
7033,4576,,6,6.0,5.0,39882,94264
7034,4577,,6,6.0,5.0,39891,94284
7035,4578,,6,6.0,5.0,39900,94304
7036,4579,,6,6.0,5.0,39906,94319
7037,4580,,6,6.0,5.0,39915,94339
7038,4581,,6,6.0,5.0,39924,94359
7039,4582,,6,6.0,5.0,39930,94374
7040,4583,,6,6.0,5.0,39939,94394
7041,4584,,6,6.0,5.0,39948,94414
7042,4585,,6,6.0,5.0,39954,94429
7043,4586,,6,6.0,5.0,39963,94449
7044,4587,,6,6.0,5.0,39972,94469
7045,4588,,6,6.0,5.0,39978,94484
7046,4589,,6,6.0,5.0,39987,94504
7047,4590,,6,6.0,5.0,39996,94524
7048,4591,,6,6.0,5.0,40002,94539
7049,4592,,6,6.0,5.0,40011,94559
7050,4593,,6,6.0,5.0,40020,94579
7051,4594,,6,6.0,5.0,40026,94594
7052,4595,,6,6.0,5.0,40035,94614
7053,4596,,6,6.0,5.0,40044,94634
7054,4597,,6,6.0,5.0,40050,94649
7055,4598,,6,6.0,5.0,40059,94669
7056,4599,,6,6.0,5.0,40068,94689
7057,4600,,6,6.0,5.0,40074,94704
7058,4601,,6,6.0,5.0,40083,94724
7059,4602,,6,6.0,5.0,40092,94744
7060,4603,,6,6.0,5.0,40098,94759
7061,4604,,6,6.0,5.0,40107,94779
7062,4605,,6,6.0,5.0,40116,94799
7063,4606,,6,6.0,5.0,40122,94814
7064,4607,,6,6.0,5.0,40131,94834
7065,4608,,6,6.0,5.0,40140,94854
7066,4609,,6,6.0,5.0,40146,94869
7067,4610,,6,6.0,5.0,40155,94889
7068,4611,,6,6.0,5.0,40164,94909
7069,4612,,6,6.0,5.0,40170,94924
7070,4613,,6,6.0,5.0,40179,94944
7071,4614,,6,6.0,5.0,40188,94964
7072,4615,,6,6.0,5.0,40194,94979
7073,4616,,6,6.0,5.0,40203,94999
7074,4617,,6,6.0,5.0,40212,95019
7075,4618,,6,6.0,5.0,40218,95034
7076,4619,,6,6.0,5.0,40227,95054
7077,4620,,6,6.0,5.0,40236,95074
7078,4621,,6,6.0,5.0,40242,95089
7079,4622,,6,6.0,5.0,40251,95109
7080,4623,,6,6.0,5.0,40260,95129
7081,4624,,6,6.0,5.0,40266,95144
7082,4625,,6,6.0,5.0,40275,95164
7083,4626,,6,6.0,5.0,40284,95184
7084,4627,,6,6.0,5.0,40290,95199
7085,4628,,6,6.0,5.0,40299,95219
7086,4629,,6,6.0,5.0,40308,95239
7087,4630,,6,6.0,5.0,40314,95254
7088,4631,,6,6.0,5.0,40323,95274
7089,4632,,6,6.0,5.0,40332,95294
7090,4633,,6,6.0,5.0,40338,95309
7091,4634,,6,6.0,5.0,40347,95329
7092,4635,,6,6.0,5.0,40356,95349
7093,4636,,6,6.0,5.0,40362,95364
7094,4637,,6,6.0,5.0,40371,95384
7095,4638,,6,6.0,5.0,40380,95404
7096,4639,,6,6.0,5.0,40386,95419
7097,4640,,6,6.0,5.0,40395,95439
7098,4641,,6,6.0,5.0,40404,95459
7099,4642,,6,6.0,5.0,40410,95474
7100,4643,,6,6.0,5.0,40419,95494
7101,4644,,6,6.0,5.0,40428,95514
7102,4645,,6,6.0,5.0,40434,95529
7103,4646,,6,6.0,5.0,40443,95549
7104,4647,,6,6.0,5.0,40452,95569
7105,4648,,6,6.0,5.0,40458,95584
7106,4649,,6,6.0,5.0,40467,95604
7107,4650,,6,6.0,5.0,40476,95624
7108,4651,,6,6.0,5.0,40482,95639
7109,4652,,6,6.0,5.0,40491,95659
7110,4653,,6,6.0,5.0,40500,95679
7111,4654,,6,6.0,5.0,40506,95694
7112,4655,,6,6.0,5.0,40515,95714
7113,4656,,6,6.0,5.0,40524,95734
7114,4657,,6,6.0,5.0,40530,95749
7115,4658,,6,6.0,5.0,40539,95769
7116,4659,,6,6.0,5.0,40548,95789
7117,4660,,6,6.0,5.0,40554,95804
7118,4661,,6,6.0,5.0,40563,95824
7119,4662,,6,6.0,5.0,40572,95844
7120,4663,,6,6.0,5.0,40578,95859
7121,4664,,6,6.0,5.0,40587,95879
7122,4665,,6,6.0,5.0,40596,95899
7123,4666,,6,6.0,5.0,40602,95914
7124,4667,,6,6.0,5.0,40611,95934
7125,4668,,6,6.0,5.0,40620,95954
7126,4669,,6,6.0,5.0,40626,95969
7127,4670,,6,6.0,5.0,40635,95989
7128,4671,,6,6.0,5.0,40644,96009
7129,4672,,6,6.0,5.0,40650,96024
7130,4673,,6,6.0,5.0,40659,96044
7131,4674,,6,6.0,5.0,40668,96064
7132,4675,,6,6.0,5.0,40674,96079
7133,4676,,6,6.0,5.0,40683,96099
7134,4677,,6,6.0,5.0,40692,96119
7135,4678,,6,6.0,5.0,40698,96134
7136,4679,,6,6.0,5.0,40707,96154
7137,4680,,6,6.0,5.0,40716,96174
7138,4681,,6,6.0,5.0,40722,96189
7139,4682,,6,6.0,5.0,40731,96209
7140,4683,,6,6.0,5.0,40740,96229
7141,4684,,6,6.0,5.0,40746,96244
7142,4685,,6,6.0,5.0,40755,96264
7143,4686,,6,6.0,5.0,40764,96284
7144,4687,,6,6.0,5.0,40770,96299
7145,4688,,6,6.0,5.0,40779,96319
7146,4689,,6,6.0,5.0,40788,96339
7147,4690,,6,6.0,5.0,40794,96354
7148,4691,,6,6.0,5.0,40803,96374
7149,4692,,6,6.0,5.0,40812,96394
7150,4693,,6,6.0,5.0,40818,96409
7151,4694,,6,6.0,5.0,40827,96429
7152,4695,,6,6.0,5.0,40836,96449
7153,4696,,6,6.0,5.0,40842,96464
7154,4697,,6,6.0,5.0,40851,96484
7155,4698,,6,6.0,5.0,40860,96504
7156,4699,,6,6.0,5.0,40866,96519
7157,4700,,6,6.0,5.0,40875,96539
7158,4701,,6,6.0,5.0,40884,96559
7159,4702,,6,6.0,5.0,40890,96574
7160,4703,,6,6.0,5.0,40899,96594
7161,4704,,6,6.0,5.0,40908,96614
7162,4705,,6,6.0,5.0,40914,96629
7163,4706,,6,6.0,5.0,40923,96649
7164,4707,,6,6.0,5.0,40932,96669
7165,4708,,6,6.0,5.0,40938,96684
7166,4709,,6,6.0,5.0,40947,96704
7167,4710,,6,6.0,5.0,40956,96724
7168,4711,,6,6.0,5.0,40962,96739
7169,4712,,6,6.0,5.0,40971,96759
7170,4713,,6,6.0,5.0,40980,96779
7171,4714,,6,6.0,5.0,40986,96794
7172,4715,,6,6.0,5.0,40995,96814
7173,4716,,6,6.0,5.0,41004,96834
7174,4717,,6,6.0,5.0,41010,96849
7175,4718,,6,6.0,5.0,41019,96869
7176,4719,,6,6.0,5.0,41028,96889
7177,4720,,6,6.0,5.0,41034,96904
7178,4721,,6,6.0,5.0,41043,96924
7179,4722,,6,6.0,5.0,41052,96944
7180,4723,,6,6.0,5.0,41058,96959
7181,4724,,6,6.0,5.0,41067,96979
7182,4725,,6,6.0,5.0,41076,96999
7183,4726,,6,6.0,5.0,41082,97014
7184,4727,,6,6.0,5.0,41091,97034
7185,4728,,6,6.0,5.0,41100,97054
7186,4729,,6,6.0,5.0,41106,97069
7187,4730,,6,6.0,5.0,41115,97089
7188,4731,,6,6.0,5.0,41124,97109
7189,4732,,6,6.0,5.0,41130,97124
7190,4733,,6,6.0,5.0,41139,97144
7191,4734,,6,6.0,5.0,41148,97164
7192,4735,,6,6.0,5.0,41154,97179
7193,4736,,6,6.0,5.0,41163,97199
7194,4737,,6,6.0,5.0,41172,97219
7195,4738,,6,6.0,5.0,41178,97234
7196,4739,,6,6.0,5.0,41187,97254
7197,4740,,6,6.0,5.0,41196,97274
7198,4741,,6,6.0,5.0,41202,97289
7199,4742,,6,6.0,5.0,41211,97309
7200,4743,,6,6.0,5.0,41220,97329
7201,4744,,6,6.0,5.0,41226,97344
7202,4745,,6,6.0,5.0,41235,97364
7203,4746,,6,6.0,5.0,41244,97384
7204,4747,,6,6.0,5.0,41250,97399
7205,4748,,6,6.0,5.0,41259,97419
7206,4749,,6,6.0,5.0,41268,97439
7207,4750,,6,6.0,5.0,41274,97454
7208,4751,,6,6.0,5.0,41283,97474
7209,4752,,6,6.0,5.0,41292,97494
7210,4753,,6,6.0,5.0,41298,97509
7211,4754,,6,6.0,5.0,41307,97529
7212,4755,,6,6.0,5.0,41316,97549
7213,4756,,6,6.0,5.0,41322,97564
7214,4757,,6,6.0,5.0,41331,97584
7215,4758,,6,6.0,5.0,41340,97604
7216,4759,,6,6.0,5.0,41346,97619
7217,4760,,6,6.0,5.0,41355,97639
7218,4761,,6,6.0,5.0,41364,97659
7219,4762,,6,6.0,5.0,41370,97674
7220,4763,,6,6.0,5.0,41379,97694
7221,4764,,6,6.0,5.0,41388,97714
7222,4765,,6,6.0,5.0,41394,97729
7223,4766,,6,6.0,5.0,41403,97749
7224,4767,,6,6.0,5.0,41412,97769
7225,4768,,6,6.0,5.0,41418,97784
7226,4769,,6,6.0,5.0,41427,97804
7227,4770,,6,6.0,5.0,41436,97824
7228,4771,,6,6.0,5.0,41442,97839
7229,4772,,6,6.0,5.0,41451,97859
7230,4773,,6,6.0,5.0,41460,97879
7231,4774,,6,6.0,5.0,41466,97894
7232,4775,,6,6.0,5.0,41475,97914
7233,4776,,6,6.0,5.0,41484,97934
7234,4777,,6,6.0,5.0,41490,97949
7235,4778,,6,6.0,5.0,41499,97969
7236,4779,,6,6.0,5.0,41508,97989
7237,4780,,6,6.0,5.0,41514,98004
7238,4781,,6,6.0,5.0,41523,98024
7239,4782,,6,6.0,5.0,41532,98044
7240,4783,,6,6.0,5.0,41538,98059
7241,4784,,6,6.0,5.0,41547,98079
7242,4785,,6,6.0,5.0,41556,98099
7243,4786,,6,6.0,5.0,41562,98114
7244,4787,,6,6.0,5.0,41571,98134
7245,4788,,6,6.0,5.0,41580,98154
7246,4789,,6,6.0,5.0,41586,98169
7247,4790,,6,6.0,5.0,41595,98189
7248,4791,,6,6.0,5.0,41604,98209
7249,4792,,6,6.0,5.0,41610,98224
7250,4793,,6,6.0,5.0,41619,98244
7251,4794,,6,6.0,5.0,41628,98264
7252,4795,,6,6.0,5.0,41634,98279
7253,4796,,6,6.0,5.0,41643,98299
7254,4797,,6,6.0,5.0,41652,98319
7255,4798,,6,6.0,5.0,41658,98334
7256,4799,,6,6.0,5.0,41667,98354
7257,4800,,6,6.0,5.0,41676,98374
7258,4801,,6,6.0,5.0,41682,98389
7259,4802,,6,6.0,5.0,41691,98409
7260,4803,,6,6.0,5.0,41700,98429
7261,4804,,6,6.0,5.0,41706,98444
7262,4805,,6,6.0,5.0,41715,98464
7263,4806,,6,6.0,5.0,41724,98484
7264,4807,,6,6.0,5.0,41730,98499
7265,4808,,6,6.0,5.0,41739,98519
7266,4809,,6,6.0,5.0,41748,98539
7267,4810,,6,6.0,5.0,41754,98554
7268,4811,,6,6.0,5.0,41763,98574
7269,4812,,6,6.0,5.0,41772,98594
7270,4813,,6,6.0,5.0,41778,98609
7271,4814,,6,6.0,5.0,41787,98629
7272,4815,,6,6.0,5.0,41796,98649
7273,4816,,6,6.0,5.0,41802,98664
7274,4817,,6,6.0,5.0,41811,98684
7275,4818,,6,6.0,5.0,41820,98704
7276,4819,,6,6.0,5.0,41826,98719
7277,4820,,6,6.0,5.0,41835,98739
7278,4821,,6,6.0,5.0,41844,98759
7279,4822,,6,6.0,5.0,41850,98774
7280,4823,,6,6.0,5.0,41859,98794
7281,4824,,6,6.0,5.0,41868,98814
7282,4825,,6,6.0,5.0,41874,98829
7283,4826,,6,6.0,5.0,41883,98849
7284,4827,,6,6.0,5.0,41892,98869
7285,4828,,6,6.0,5.0,41898,98884
7286,4829,,6,6.0,5.0,41907,98904
7287,4830,,6,6.0,5.0,41916,98924
7288,4831,,6,6.0,5.0,41922,98939
7289,4832,,6,6.0,5.0,41931,98959
7290,4833,,6,6.0,5.0,41940,98979
7291,4834,,6,6.0,5.0,41946,98994
7292,4835,,6,6.0,5.0,41955,99014
7293,4836,,6,6.0,5.0,41964,99034
7294,4837,,6,6.0,5.0,41970,99049
7295,4838,,6,6.0,5.0,41979,99069
7296,4839,,6,6.0,5.0,41988,99089
7297,4840,,6,6.0,5.0,41994,99104
7298,4841,,6,6.0,5.0,42003,99124
7299,4842,,6,6.0,5.0,42012,99144
7300,4843,,6,6.0,5.0,42018,99159
7301,4844,,6,6.0,5.0,42027,99179
7302,4845,,6,6.0,5.0,42036,99199
7303,4846,,6,6.0,5.0,42042,99214
7304,4847,,6,6.0,5.0,42051,99234
7305,4848,,6,6.0,5.0,42060,99254
7306,4849,,6,6.0,5.0,42066,99269
7307,4850,,6,6.0,5.0,42075,99289
7308,4851,,6,6.0,5.0,42084,99309
7309,4852,,6,6.0,5.0,42090,99324
7310,4853,,6,6.0,5.0,42099,99344
7311,4854,,6,6.0,5.0,42108,99364
7312,4855,,6,6.0,5.0,42114,99379
7313,4856,,6,6.0,5.0,42123,99399
7314,4857,,6,6.0,5.0,42132,99419
7315,4858,,6,6.0,5.0,42138,99434
7316,4859,,6,6.0,5.0,42147,99454
7317,4860,,6,6.0,5.0,42156,99474
7318,4861,,6,6.0,5.0,42162,99489
7319,4862,,6,6.0,5.0,42171,99509
7320,4863,,6,6.0,5.0,42180,99529
7321,4864,,6,6.0,5.0,42186,99544
7322,4865,,6,6.0,5.0,42195,99564
7323,4866,,6,6.0,5.0,42204,99584
7324,4867,,6,6.0,5.0,42210,99599
7325,4868,,6,6.0,5.0,42219,99619
7326,4869,,6,6.0,5.0,42228,99639
7327,4870,,6,6.0,5.0,42234,99654
7328,4871,,6,6.0,5.0,42243,99674
7329,4872,,6,6.0,5.0,42252,99694
7330,4873,,6,6.0,5.0,42258,99709
7331,4874,,6,6.0,5.0,42267,99729
7332,4875,,6,6.0,5.0,42276,99749
7333,4876,,6,6.0,5.0,42282,99764
7334,4877,,6,6.0,5.0,42291,99784
7335,4878,,6,6.0,5.0,42300,99804
7336,4879,,6,6.0,5.0,42306,99819
7337,4880,,6,6.0,5.0,42315,99839
7338,4881,,6,6.0,5.0,42324,99859
7339,4882,,6,6.0,5.0,42330,99874
7340,4883,,6,6.0,5.0,42339,99894
7341,4884,,6,6.0,5.0,42348,99914
7342,4885,,6,6.0,5.0,42354,99929
7343,4886,,6,6.0,5.0,42363,99949
7344,4887,,6,6.0,5.0,42372,99969
7345,4888,,6,6.0,5.0,42378,99984
7346,4889,,6,6.0,5.0,42387,100004
7347,4890,,6,6.0,5.0,42396,100024
7348,4891,,6,6.0,5.0,42402,100039
7349,4892,,6,6.0,5.0,42411,100059
7350,4893,,6,6.0,5.0,42420,100079
7351,4894,,6,6.0,5.0,42426,100094
7352,4895,,6,6.0,5.0,42435,100114
7353,4896,,6,6.0,5.0,42444,100134
7354,4897,,6,6.0,5.0,42450,100149
7355,4898,,6,6.0,5.0,42459,100169
7356,4899,,6,6.0,5.0,42468,100189
7357,4900,,6,6.0,5.0,42474,100204
7358,4901,,6,6.0,5.0,42483,100224
7359,4902,,6,6.0,5.0,42492,100244
7360,4903,,6,6.0,5.0,42498,100259
7361,4904,,6,6.0,5.0,42507,100279
7362,4905,,6,6.0,5.0,42516,100299
7363,4906,,6,6.0,5.0,42522,100314
7364,4907,,6,6.0,5.0,42531,100334
7365,4908,,6,6.0,5.0,42540,100354
7366,4909,,6,6.0,5.0,42546,100369
7367,4910,,6,6.0,5.0,42555,100389
7368,4911,,6,6.0,5.0,42564,100409
7369,4912,,6,6.0,5.0,42570,100424
7370,4913,,6,6.0,5.0,42579,100444
7371,4914,,6,6.0,5.0,42588,100464
7372,4915,,6,6.0,5.0,42594,100479
7373,4916,,6,6.0,5.0,42603,100499
7374,4917,,6,6.0,5.0,42612,100519
7375,4918,,6,6.0,5.0,42618,100534
7376,4919,,6,6.0,5.0,42627,100554
7377,4920,,6,6.0,5.0,42636,100574
7378,4921,,6,6.0,5.0,42642,100589
7379,4922,,6,6.0,5.0,42651,100609
7380,4923,,6,6.0,5.0,42660,100629
7381,4924,,6,6.0,5.0,42666,100644
7382,4925,,6,6.0,5.0,42675,100664
7383,4926,,6,6.0,5.0,42684,100684
7384,4927,,6,6.0,5.0,42690,100699
7385,4928,,6,6.0,5.0,42699,100719
7386,4929,,6,6.0,5.0,42708,100739
