Speed (Without Acceleration),Angle Speed,Ticks per Step (First),Ticks per Step (Periodic),Ticks per Step (Average),Steps per Second,Angles Before Gravity (Average),Angles Before Reset (Average)
3015,558,17,14,14.0,2.14,52569,119925
3016,559,17,14,14.0,2.14,52632,120042
3017,560,17,14,14.0,2.14,52695,120159
3018,561,17,14,14.0,2.14,52749,120263
3019,562,17,14,14.0,2.14,52812,120380
3020,563,17,14,14.0,2.14,52866,120484
3021,564,17,14,14.0,2.14,52929,120601
3022,565,17,14,14.0,2.14,52983,120705
3023,566,17,14,14.0,2.14,53046,120822
3024,567,17,14,14.0,2.14,53100,120926
3025,568,17,14,14.0,2.14,53163,121043
3026,569,17,14,14.0,2.14,53226,121160
3027,570,17,14,14.0,2.14,53280,121264
3028,571,17,14,14.0,2.14,53343,121381
3029,572,17,14,14.0,2.14,53397,121485
3030,573,17,14,14.0,2.14,53460,121602
3031,574,17,14,14.0,2.14,53514,121706
3032,575,17,14,14.0,2.14,53577,121823
3033,576,17,14,14.0,2.14,53631,121927
3034,577,17,14,14.0,2.14,53694,122044
3035,578,17,14,14.0,2.14,53757,122161
3036,579,17,14,14.0,2.14,53811,122265
3037,580,17,14,14.0,2.14,53874,122382
3038,581,17,14,14.0,2.14,53928,122486
3039,582,17,14,14.0,2.14,53991,122603
3040,583,17,14,14.0,2.14,54045,122707
3041,584,17,14,14.0,2.14,54108,122824
3042,585,17,14,14.0,2.14,54162,122928
3043,586,16,14,14.0,2.14,54225,123045
3044,587,16,14,14.0,2.14,54288,123162
3045,588,16,14,14.0,2.14,54342,123266
3046,589,16,14,14.0,2.14,54405,123383
3047,590,16,14,14.0,2.14,54459,123487
3048,591,16,14,14.0,2.14,54522,123604
3049,592,16,14,14.0,2.14,54576,123708
3050,593,16,14,14.0,2.14,54639,123825
3051,594,16,14,14.0,2.14,54693,123929
3052,595,16,14,14.0,2.14,54756,124046
3053,596,16,14,14.0,2.14,54819,124163
3054,597,16,14,14.0,2.14,54873,124267
3055,598,16,14,14.0,2.14,54936,124384
3056,599,16,14,14.0,2.14,54990,124488
3057,600,16,14,14.0,2.14,55053,124605
3058,601,16,14,14.0,2.14,55107,124709
3059,602,16,14,14.0,2.14,55170,124826
3060,603,16,14,14.0,2.14,55224,124930
3061,604,16,14,14.0,2.14,55287,125047
3062,605,16,14,14.0,2.14,55350,125164
3063,606,16,14,14.0,2.14,55404,125268
3064,607,16,14,14.0,2.14,55467,125385
3065,608,16,14,14.0,2.14,55521,125489
3066,609,16,14,14.0,2.14,55584,125606
3067,610,16,14,14.0,2.14,55638,125710
3068,611,16,14,14.0,2.14,55701,125827
3069,612,16,14,14.0,2.14,55755,125931
3070,613,16,14,14.0,2.14,55818,126048
3071,614,16,14,14.0,2.14,55881,126165
3072,615,16,14,14.0,2.14,55935,126269
3073,616,16,14,14.0,2.14,55998,126386
3074,617,16,14,14.0,2.14,56052,126490
3075,618,16,14,14.0,2.14,56115,126607
3076,619,16,14,14.0,2.14,56169,126711
3077,620,16,14,14.0,2.14,56232,126828
3078,621,16,14,14.0,2.14,56286,126932
3079,622,16,"14, 14, 13",13.67,2.19,54507,115730
3080,623,16,"14, 13, 14",13.67,2.19,54561,115829
3081,624,16,"14, 13, 14",13.67,2.19,54624,115941
3082,625,16,"14, 13, 14",13.67,2.19,54678,116041
3083,626,16,"14, 13, 14",13.67,2.19,54741,116153
3084,627,16,"14, 13, 14",13.67,2.19,54795,116252
3085,628,16,"14, 13",13.5,2.22,53932,110709
3086,629,16,"14, 13",13.5,2.22,53991,110812
3087,630,16,"14, 13",13.5,2.22,54054,110922
3088,631,16,"14, 13",13.5,2.22,54108,111019
3089,632,16,"14, 13",13.5,2.22,54166,111122
3090,633,16,"14, 13",13.5,2.22,54225,111225
3091,634,16,"14, 13",13.5,2.22,54283,111328
3092,635,16,"14, 13",13.5,2.22,54342,111432
3093,636,16,"14, 13",13.5,2.22,54400,111535
3094,637,16,"13, 14",13.5,2.22,54459,111638
3095,638,16,"13, 14",13.5,2.22,54517,111741
3096,639,16,"13, 14",13.5,2.22,54576,111845
3097,640,16,"13, 14",13.5,2.22,54634,111948
3098,641,16,"13, 14",13.5,2.22,54688,112045
3099,642,16,"13, 14",13.5,2.22,54751,112154
3100,643,16,"13, 14",13.5,2.22,54810,112257
3101,644,16,"13, 14",13.5,2.22,54868,112361
3102,645,16,"13, 14",13.5,2.22,54927,112464
3103,646,16,"13, 14",13.5,2.22,54985,112567
3104,647,16,"13, 14",13.5,2.22,55044,112670
3105,648,16,"13, 14, 13",13.33,2.25,52823,114334
3106,649,16,"13, 14, 13",13.33,2.25,52882,114441
3107,650,16,13,13.0,2.31,48376,117648
3108,651,16,13,13.0,2.31,48428,117750
3109,652,16,13,13.0,2.31,48472,117840
3110,653,16,13,13.0,2.31,48524,117942
3111,654,16,13,13.0,2.31,48568,118032
3112,655,16,13,13.0,2.31,48620,118134
3113,656,16,13,13.0,2.31,48664,118224
3114,657,16,13,13.0,2.31,48716,118326
3115,658,16,13,13.0,2.31,48760,118416
3116,659,16,13,13.0,2.31,48804,118506
3117,660,16,13,13.0,2.31,48856,118608
3118,661,16,13,13.0,2.31,48900,118698
3119,662,16,13,13.0,2.31,48952,118800
3120,663,16,13,13.0,2.31,48996,118890
3121,664,16,13,13.0,2.31,49048,118992
3122,665,16,13,13.0,2.31,49092,119082
3123,666,16,13,13.0,2.31,49136,119172
3124,667,16,13,13.0,2.31,49188,119274
3125,668,16,13,13.0,2.31,49232,119364
3126,669,16,13,13.0,2.31,49284,119466
3127,670,16,13,13.0,2.31,49328,119556
3128,671,16,13,13.0,2.31,49380,119658
3129,672,16,13,13.0,2.31,49424,119748
3130,673,16,13,13.0,2.31,49476,119850
3131,674,16,13,13.0,2.31,49520,119940
3132,675,16,13,13.0,2.31,49564,120030
3133,676,16,13,13.0,2.31,49616,120132
3134,677,16,13,13.0,2.31,49660,120222
3135,678,16,13,13.0,2.31,49712,120324
3136,679,16,13,13.0,2.31,49756,120414
3137,680,16,13,13.0,2.31,49808,120516
3138,681,16,13,13.0,2.31,49852,120606
3139,682,16,13,13.0,2.31,49904,120708
3140,683,15,13,13.0,2.31,49948,120798
3141,684,15,13,13.0,2.31,49992,120888
3142,685,15,13,13.0,2.31,50044,120990
3143,686,15,13,13.0,2.31,50088,121080
3144,687,15,13,13.0,2.31,50140,121182
3145,688,15,13,13.0,2.31,50184,121272
3146,689,15,13,13.0,2.31,50236,121374
3147,690,15,13,13.0,2.31,50280,121464
3148,691,15,13,13.0,2.31,50332,121566
3149,692,15,13,13.0,2.31,50376,121656
3150,693,15,13,13.0,2.31,50420,121746
3151,694,15,13,13.0,2.31,50472,121848
3152,695,15,13,13.0,2.31,50516,121938
3153,696,15,13,13.0,2.31,50568,122040
3154,697,15,13,13.0,2.31,50612,122130
3155,698,15,13,13.0,2.31,50664,122232
3156,699,15,13,13.0,2.31,50708,122322
3157,700,15,13,13.0,2.31,50760,122424
3158,701,15,13,13.0,2.31,50804,122514
3159,702,15,13,13.0,2.31,50848,122604
3160,703,15,13,13.0,2.31,50900,122706
3161,704,15,13,13.0,2.31,50944,122796
3162,705,15,13,13.0,2.31,50996,122898
3163,706,15,13,13.0,2.31,51040,122988
3164,707,15,13,13.0,2.31,51092,123090
3165,708,15,13,13.0,2.31,51136,123180
3166,709,15,13,13.0,2.31,51188,123282
3167,710,15,13,13.0,2.31,51232,123372
3168,711,15,13,13.0,2.31,51276,123462
3169,712,15,13,13.0,2.31,51328,123564
3170,713,15,13,13.0,2.31,51372,123654
3171,714,15,13,13.0,2.31,51424,123756
3172,715,15,13,13.0,2.31,51468,123846
3173,716,15,13,13.0,2.31,51520,123948
3174,717,15,13,13.0,2.31,51564,124038
3175,718,15,13,13.0,2.31,51616,124140
3176,719,15,13,13.0,2.31,51660,124230
3177,720,15,13,13.0,2.31,51704,124320
3178,721,15,13,13.0,2.31,51756,124422
3179,722,15,13,13.0,2.31,51800,124512
3180,723,15,13,13.0,2.31,51852,124614
3181,724,15,13,13.0,2.31,51896,124704
3182,725,15,13,13.0,2.31,51948,124806
3183,726,15,13,13.0,2.31,51992,124896
3184,727,15,13,13.0,2.31,52044,124998
3185,728,15,13,13.0,2.31,52088,125088
3186,729,15,13,13.0,2.31,52132,125178
3187,730,15,13,13.0,2.31,52184,125280
3188,731,15,13,13.0,2.31,52228,125370
3189,732,15,13,13.0,2.31,52280,125472
3190,733,15,13,13.0,2.31,52324,125562
3191,734,15,13,13.0,2.31,52376,125664
3192,735,15,13,13.0,2.31,52420,125754
3193,736,15,13,13.0,2.31,52472,125856
3194,737,15,13,13.0,2.31,52516,125946
3195,738,15,13,13.0,2.31,52560,126036
3196,739,15,13,13.0,2.31,52612,126138
3197,740,15,13,13.0,2.31,52656,126228
3198,741,15,13,13.0,2.31,52708,126330
3199,742,15,13,13.0,2.31,52752,126420
3200,743,15,13,13.0,2.31,52804,126522
3201,744,15,13,13.0,2.31,52848,126612
3202,745,15,13,13.0,2.31,52900,126714
3203,746,15,13,13.0,2.31,52944,126804
3204,747,15,13,13.0,2.31,52988,126894
3205,748,15,"13, 13, 12, 13",12.75,2.35,51780,118360
3206,749,15,"13, 13, 12",12.67,2.37,51412,115581
3207,750,15,"13, 12, 13",12.67,2.37,51456,115667
3208,751,15,"13, 12, 13",12.67,2.37,51505,115760
3209,752,15,"13, 12, 13",12.67,2.37,51552,115850
3210,753,15,"13, 12, 13",12.67,2.37,51596,115935
3211,754,15,"13, 12, 13",12.67,2.37,51645,116029
3212,755,15,"13, 12",12.5,2.4,50852,110372
3213,756,15,"13, 12",12.5,2.4,50900,110462
3214,757,15,"13, 12",12.5,2.4,50948,110551
3215,758,15,"13, 12",12.5,2.4,50992,110634
3216,759,15,"13, 12",12.5,2.4,51044,110729
3217,760,15,"13, 12",12.5,2.4,51088,110813
3218,761,15,"12, 13",12.5,2.4,51132,110896
3219,762,15,"12, 13",12.5,2.4,51184,110991
3220,763,15,"12, 13",12.5,2.4,51228,111075
3221,764,15,"12, 13",12.5,2.4,51280,111170
3222,765,15,"12, 13",12.5,2.4,51324,111253
3223,766,15,"12, 13",12.5,2.4,51372,111342
3224,767,15,"12, 13",12.5,2.4,51420,111432
3225,768,15,"12, 13",12.5,2.4,51464,111515
3226,769,15,"12, 13",12.5,2.4,51512,111604
3227,770,15,"12, 13",12.5,2.4,51560,111694
3228,771,15,"12, 13",12.5,2.4,51608,111783
3229,772,15,"12, 13",12.5,2.4,51652,111866
3230,773,15,"12, 13",12.5,2.4,51704,111961
3231,774,15,"12, 13",12.5,2.4,51748,112045
3232,775,15,"12, 13",12.5,2.4,51792,112128
3233,776,15,"12, 13",12.5,2.4,51844,112223
3234,777,15,"12, 13",12.5,2.4,51888,112307
3235,778,15,"12, 13",12.5,2.4,51936,112396
3236,779,14,"13, 12",12.5,2.4,51984,112485
3237,780,14,"13, 12",12.5,2.4,52032,112574
3238,781,14,"13, 12",12.5,2.4,52076,112658
3239,782,14,"13, 12",12.5,2.4,52128,112753
3240,783,14,"13, 12",12.5,2.4,52172,112836
3241,784,14,"13, 12",12.5,2.4,52216,112920
3242,785,14,"13, 12",12.5,2.4,52268,113015
3243,786,14,"13, 12",12.5,2.4,52312,113098
3244,787,14,"13, 12",12.5,2.4,52360,113187
3245,788,14,"13, 12",12.5,2.4,52408,113277
3246,789,14,"13, 12",12.5,2.4,52456,113366
3247,790,14,"13, 12",12.5,2.4,52500,113449
3248,791,14,"13, 12",12.5,2.4,52548,113539
3249,792,14,"13, 12",12.5,2.4,52596,113628
3250,793,14,"13, 12",12.5,2.4,52640,113711
3251,794,14,"13, 12",12.5,2.4,52692,113806
3252,795,14,"13, 12",12.5,2.4,52736,113890
3253,796,14,"13, 12",12.5,2.4,52788,113985
3254,797,14,"13, 12",12.5,2.4,52832,114068
3255,798,14,"13, 12",12.5,2.4,52876,114152
3256,799,14,"13, 12",12.5,2.4,52928,114247
3257,800,14,"13, 12",12.5,2.4,52972,114330
3258,801,14,"13, 12",12.5,2.4,53020,114419
3259,802,14,"13, 12",12.5,2.4,53068,114509
3260,803,14,"13, 12",12.5,2.4,53116,114598
3261,804,14,"13, 12",12.5,2.4,53160,114681
3262,805,14,"13, 12",12.5,2.4,53212,114776
3263,806,14,"13, 12",12.5,2.4,53256,114860
3264,807,14,"12, 13",12.5,2.4,53300,114943
3265,808,14,"12, 13",12.5,2.4,53352,115038
3266,809,14,"12, 13",12.5,2.4,53396,115122
3267,810,14,"12, 13",12.5,2.4,53444,115211
3268,811,14,"12, 13",12.5,2.4,53492,115300
3269,812,14,"12, 13",12.5,2.4,53540,115389
3270,813,14,"12, 13",12.5,2.4,53584,115473
3271,814,14,"12, 13",12.5,2.4,53632,115562
3272,815,14,"12, 13",12.5,2.4,53680,115651
3273,816,14,"12, 13",12.5,2.4,53724,115735
3274,817,14,"12, 13",12.5,2.4,53776,115830
3275,818,14,"12, 13",12.5,2.4,53820,115913
3276,819,14,"12, 13",12.5,2.4,53868,116002
3277,820,14,"12, 13",12.5,2.4,53916,116092
3278,821,14,"12, 13, 12",12.33,2.43,53113,110430
3279,822,14,"12, 13, 12",12.33,2.43,53160,110515
3280,823,14,"12, 12, 13",12.33,2.43,53206,110600
3281,824,14,"12, 12, 13",12.33,2.43,53256,110689
3282,825,14,"12, 12, 13",12.33,2.43,53300,110770
3283,826,14,"12, 12, 13",12.33,2.43,53346,110855
3284,827,14,"12, 12, 13",12.33,2.43,53396,110944
3285,828,14,"12, 12, 12, 13",12.25,2.45,53016,108156
3286,829,14,12,12.0,2.5,51788,99629
3287,830,14,12,12.0,2.5,51832,99706
3288,831,14,12,12.0,2.5,51884,99794
3289,832,14,12,12.0,2.5,51928,99871
3290,833,14,12,12.0,2.5,51972,99948
3291,834,14,12,12.0,2.5,52024,100036
3292,835,14,12,12.0,2.5,52068,100113
3293,836,14,12,12.0,2.5,52112,100190
3294,837,14,12,12.0,2.5,52164,100278
3295,838,14,12,12.0,2.5,52208,100355
3296,839,14,12,12.0,2.5,52252,100432
3297,840,14,12,12.0,2.5,52304,100520
3298,841,14,12,12.0,2.5,52348,100597
3299,842,14,12,12.0,2.5,52392,100674
3300,843,14,12,12.0,2.5,52444,100762
3301,844,14,12,12.0,2.5,52488,100839
3302,845,14,12,12.0,2.5,52532,100916
3303,846,14,12,12.0,2.5,52584,101004
3304,847,14,12,12.0,2.5,52628,101081
3305,848,14,12,12.0,2.5,52672,101158
3306,849,14,12,12.0,2.5,52724,101246
3307,850,14,12,12.0,2.5,52768,101323
3308,851,14,12,12.0,2.5,52812,101400
3309,852,14,12,12.0,2.5,52864,101488
3310,853,14,12,12.0,2.5,52908,101565
3311,854,14,12,12.0,2.5,52952,101642
3312,855,14,12,12.0,2.5,53004,101730
3313,856,14,12,12.0,2.5,53048,101807
3314,857,14,12,12.0,2.5,53092,101884
3315,858,14,12,12.0,2.5,53144,101972
3316,859,14,12,12.0,2.5,53188,102049
3317,860,14,12,12.0,2.5,53232,102126
3318,861,14,12,12.0,2.5,53284,102214
3319,862,14,12,12.0,2.5,53328,102291
3320,863,14,12,12.0,2.5,53372,102368
3321,864,14,12,12.0,2.5,53424,102456
3322,865,14,12,12.0,2.5,53468,102533
3323,866,14,12,12.0,2.5,53512,102610
3324,867,14,12,12.0,2.5,53564,102698
3325,868,14,12,12.0,2.5,47691,123523
3326,869,14,12,12.0,2.5,47726,123600
3327,870,14,12,12.0,2.5,47761,123677
3328,871,14,12,12.0,2.5,47803,123765
3329,872,14,12,12.0,2.5,47838,123842
3330,873,14,12,12.0,2.5,47873,123919
3331,874,14,12,12.0,2.5,47915,124007
3332,875,14,12,12.0,2.5,47950,124084
3333,876,14,12,12.0,2.5,47985,124161
3334,877,14,12,12.0,2.5,48027,124249
3335,878,14,12,12.0,2.5,48062,124326
3336,879,14,12,12.0,2.5,48097,124403
3337,880,14,12,12.0,2.5,48139,124491
3338,881,14,12,12.0,2.5,48174,124568
3339,882,14,12,12.0,2.5,48209,124645
3340,883,14,12,12.0,2.5,48251,124733
3341,884,14,12,12.0,2.5,48286,124810
3342,885,14,12,12.0,2.5,48321,124887
3343,886,14,12,12.0,2.5,48363,124975
3344,887,14,12,12.0,2.5,48398,125052
3345,888,14,12,12.0,2.5,48433,125129
3346,889,14,12,12.0,2.5,48475,125217
3347,890,13,12,12.0,2.5,54632,104546
3348,891,13,12,12.0,2.5,54676,104623
3349,892,13,12,12.0,2.5,54728,104711
3350,893,13,12,12.0,2.5,54772,104788
3351,894,13,12,12.0,2.5,54816,104865
3352,895,13,12,12.0,2.5,54868,104953
3353,896,13,12,12.0,2.5,54912,105030
3354,897,13,12,12.0,2.5,54956,105107
3355,898,13,12,12.0,2.5,55008,105195
3356,899,13,12,12.0,2.5,55052,105272
3357,900,13,12,12.0,2.5,55096,105349
3358,901,13,12,12.0,2.5,55148,105437
3359,902,13,12,12.0,2.5,55192,105514
3360,903,13,12,12.0,2.5,55236,105591
3361,904,13,12,12.0,2.5,55288,105679
3362,905,13,12,12.0,2.5,55332,105756
3363,906,13,12,12.0,2.5,55376,105833
3364,907,13,12,12.0,2.5,55428,105921
3365,908,13,12,12.0,2.5,55472,105998
3366,909,13,12,12.0,2.5,55516,106075
3367,910,13,12,12.0,2.5,55568,106163
3368,911,13,12,12.0,2.5,55612,106240
3369,912,13,12,12.0,2.5,55656,106317
3370,913,13,12,12.0,2.5,55708,106405
3371,914,13,12,12.0,2.5,55752,106482
3372,915,13,12,12.0,2.5,55796,106559
3373,916,13,12,12.0,2.5,55848,106647
3374,917,13,12,12.0,2.5,55892,106724
3375,918,13,12,12.0,2.5,55936,106801
3376,919,13,12,12.0,2.5,55988,106889
3377,920,13,12,12.0,2.5,56032,106966
3378,921,13,12,12.0,2.5,56076,107043
3379,922,13,12,12.0,2.5,56128,107131
3380,923,13,12,12.0,2.5,56172,107208
3381,924,13,12,12.0,2.5,56216,107285
3382,925,13,12,12.0,2.5,56268,107373
3383,926,13,12,12.0,2.5,56312,107450
3384,927,13,12,12.0,2.5,56356,107527
3385,928,13,12,12.0,2.5,56408,107615
3386,929,13,12,12.0,2.5,56452,107692
3387,930,13,12,12.0,2.5,56496,107769
3388,931,13,12,12.0,2.5,56548,107857
3389,932,13,12,12.0,2.5,56592,107934
3390,933,13,12,12.0,2.5,56636,108011
3391,934,13,12,12.0,2.5,56688,108099
3392,935,13,12,12.0,2.5,56732,108176
3393,936,13,12,12.0,2.5,56776,108253
3394,937,13,12,12.0,2.5,56828,108341
3395,938,13,12,12.0,2.5,56872,108418
3396,939,13,12,12.0,2.5,56916,108495
3397,940,13,12,12.0,2.5,56968,108583
3398,941,13,12,12.0,2.5,57012,108660
3399,942,13,12,12.0,2.5,57056,108737
3400,943,13,12,12.0,2.5,57108,108825
3401,944,13,12,12.0,2.5,57152,108902
3402,945,13,12,12.0,2.5,57196,108979
3403,946,13,12,12.0,2.5,57248,109067
3404,947,13,12,12.0,2.5,57292,109144
3405,948,13,12,12.0,2.5,57336,109221
3406,949,"13, 12","12, 12, 11",11.67,2.57,51402,111225
3407,950,13,"12, 12, 11",11.67,2.57,51443,111302
3408,951,13,"12, 12, 11",11.67,2.57,51481,111375
3409,952,13,"12, 12, 11",11.67,2.57,51524,111455
3410,953,13,"12, 12, 11",11.67,2.57,51564,111531
3411,954,13,"12, 12, 11",11.67,2.57,51602,111604
3412,955,13,"12, 12, 11",11.67,2.57,51642,111681
3413,956,13,"12, 12, 11",11.67,2.57,51685,111761
3414,957,"13, 12","12, 11",11.5,2.61,48727,112774
3415,958,"13, 12","12, 11",11.5,2.61,48769,112856
3416,959,"13, 12","12, 11",11.5,2.61,48804,112927
3417,960,"13, 12","12, 11",11.5,2.61,48839,112998
3418,961,"13, 12","12, 11",11.5,2.61,48874,113069
3419,962,"13, 12","12, 11",11.5,2.61,48916,113150
3420,963,"13, 12","12, 11",11.5,2.61,48951,113221
3421,964,"13, 12","12, 11",11.5,2.61,48986,113292
3422,965,"13, 12","12, 11",11.5,2.61,49024,113368
3423,966,13,"12, 11",11.5,2.61,49063,113445
3424,967,13,"12, 11",11.5,2.61,49098,113516
3425,968,13,"12, 11",11.5,2.61,49136,113592
3426,969,13,"11, 12",11.5,2.61,49171,113663
3427,970,13,"11, 12",11.5,2.61,49206,113734
3428,971,13,"11, 12",11.5,2.61,49248,113815
3429,972,13,"11, 12",11.5,2.61,49283,113886
3430,973,13,"11, 12",11.5,2.61,49318,113957
3431,974,13,"11, 12",11.5,2.61,49357,114033
3432,975,13,"11, 12",11.5,2.61,49395,114110
3433,976,13,"11, 12",11.5,2.61,49430,114181
3434,977,13,"11, 12",11.5,2.61,49469,114257
3435,978,13,"11, 12",11.5,2.61,49504,114328
3436,979,13,"11, 12",11.5,2.61,49542,114404
3437,980,13,"11, 12",11.5,2.61,49581,114480
3438,981,13,"11, 12",11.5,2.61,49616,114551
3439,982,13,"11, 12",11.5,2.61,49651,114622
3440,983,13,"11, 12",11.5,2.61,49693,114704
3441,984,13,"11, 12",11.5,2.61,49728,114775
3442,985,13,"11, 12",11.5,2.61,49763,114846
3443,986,13,"11, 12",11.5,2.61,49801,114922
3444,987,13,"11, 12",11.5,2.61,49836,114993
3445,988,13,"11, 12",11.5,2.61,49875,115069
3446,989,13,"11, 12",11.5,2.61,49913,115145
3447,990,13,"11, 12",11.5,2.61,49948,115216
3448,991,13,"11, 12",11.5,2.61,49983,115287
3449,992,13,"11, 12",11.5,2.61,50025,115369
3450,993,13,"11, 12, 11",11.33,2.65,49291,109561
3451,994,13,"11, 11, 12",11.33,2.65,49331,109636
3452,995,13,"11, 11, 12",11.33,2.65,49368,109709
3453,996,13,"11, 11, 12",11.33,2.65,49403,109778
3454,997,13,"11, 11, 12",11.33,2.65,49441,109850
3455,998,13,"11, 11, 12",11.33,2.65,49476,109919
3456,999,13,"11, 11, 12",11.33,2.65,49513,109992
3457,1000,13,"11, 11, 11, 12",11.25,2.67,49168,107132
3458,1001,13,11,11.0,2.73,48055,98407
3459,1002,13,11,11.0,2.73,48090,98472
3460,1003,13,11,11.0,2.73,48125,98537
3461,1004,13,11,11.0,2.73,48167,98612
3462,1005,13,11,11.0,2.73,48202,98677
3463,1006,13,11,11.0,2.73,48237,98742
3464,1007,13,11,11.0,2.73,48272,98807
3465,1008,13,11,11.0,2.73,48314,98882
3466,1009,13,11,11.0,2.73,48349,98947
3467,1010,13,11,11.0,2.73,48384,99012
3468,1011,13,11,11.0,2.73,48419,99077
3469,1012,13,11,11.0,2.73,48454,99142
3470,1013,13,11,11.0,2.73,48496,99217
3471,1014,13,11,11.0,2.73,48531,99282
3472,1015,13,11,11.0,2.73,48566,99347
3473,1016,13,11,11.0,2.73,48601,99412
3474,1017,13,11,11.0,2.73,48643,99487
3475,1018,13,11,11.0,2.73,48678,99552
3476,1019,13,11,11.0,2.73,48713,99617
3477,1020,13,11,11.0,2.73,48748,99682
3478,1021,13,11,11.0,2.73,48783,99747
3479,1022,13,11,11.0,2.73,48825,99822
3480,1023,13,11,11.0,2.73,48860,99887
3481,1024,13,11,11.0,2.73,48895,99952
3482,1025,13,11,11.0,2.73,48930,100017
3483,1026,13,11,11.0,2.73,48972,100092
3484,1027,12,11,11.0,2.73,49007,100157
3485,1028,12,11,11.0,2.73,49042,100222
3486,1029,12,11,11.0,2.73,49077,100287
3487,1030,12,11,11.0,2.73,49112,100352
3488,1031,12,11,11.0,2.73,49154,100427
3489,1032,12,11,11.0,2.73,49189,100492
3490,1033,12,11,11.0,2.73,49224,100557
3491,1034,12,11,11.0,2.73,49259,100622
3492,1035,12,11,11.0,2.73,49294,100687
3493,1036,12,11,11.0,2.73,49336,100762
3494,1037,12,11,11.0,2.73,49371,100827
3495,1038,12,11,11.0,2.73,49406,100892
3496,1039,12,11,11.0,2.73,49441,100957
3497,1040,12,11,11.0,2.73,49483,101032
3498,1041,12,11,11.0,2.73,49518,101097
3499,1042,12,11,11.0,2.73,49553,101162
3500,1043,12,11,11.0,2.73,49588,101227
3501,1044,12,11,11.0,2.73,49623,101292
3502,1045,12,11,11.0,2.73,49665,101367
3503,1046,12,11,11.0,2.73,49700,101432
3504,1047,12,11,11.0,2.73,49735,101497
3505,1048,12,11,11.0,2.73,49770,101562
3506,1049,12,11,11.0,2.73,49812,101637
3507,1050,12,11,11.0,2.73,49847,101702
3508,1051,12,11,11.0,2.73,49882,101767
3509,1052,12,11,11.0,2.73,49917,101832
3510,1053,12,11,11.0,2.73,49952,101897
3511,1054,12,11,11.0,2.73,49994,101972
3512,1055,12,11,11.0,2.73,50029,102037
3513,1056,12,11,11.0,2.73,50064,102102
3514,1057,12,11,11.0,2.73,50099,102167
3515,1058,12,11,11.0,2.73,50141,102242
3516,1059,12,11,11.0,2.73,50176,102307
3517,1060,12,11,11.0,2.73,50211,102372
3518,1061,12,11,11.0,2.73,50246,102437
3519,1062,12,11,11.0,2.73,50281,102502
3520,1063,12,11,11.0,2.73,50323,102577
3521,1064,12,11,11.0,2.73,50358,102642
3522,1065,12,11,11.0,2.73,50393,102707
3523,1066,12,11,11.0,2.73,50428,102772
3524,1067,12,11,11.0,2.73,50470,102847
3525,1068,12,11,11.0,2.73,50505,102912
3526,1069,12,11,11.0,2.73,50540,102977
3527,1070,12,11,11.0,2.73,50575,103042
3528,1071,12,11,11.0,2.73,50610,103107
3529,1072,12,11,11.0,2.73,50652,103182
3530,1073,12,11,11.0,2.73,50687,103247
3531,1074,12,11,11.0,2.73,50722,103312
3532,1075,12,11,11.0,2.73,50757,103377
3533,1076,12,11,11.0,2.73,50799,103452
3534,1077,12,11,11.0,2.73,50834,103517
3535,1078,12,11,11.0,2.73,50869,103582
3536,1079,12,11,11.0,2.73,50904,103647
3537,1080,12,11,11.0,2.73,50939,103712
3538,1081,12,11,11.0,2.73,50981,103787
3539,1082,12,11,11.0,2.73,51016,103852
3540,1083,12,11,11.0,2.73,51051,103917
3541,1084,12,11,11.0,2.73,51086,103982
3542,1085,12,11,11.0,2.73,51128,104057
3543,1086,12,11,11.0,2.73,51163,104122
3544,1087,12,11,11.0,2.73,51198,104187
3545,1088,12,11,11.0,2.73,51233,104252
3546,1089,12,11,11.0,2.73,51268,104317
3547,1090,12,11,11.0,2.73,51310,104392
3548,1091,12,11,11.0,2.73,51345,104457
3549,1092,12,11,11.0,2.73,51380,104522
3550,1093,12,11,11.0,2.73,51415,104587
3551,1094,12,11,11.0,2.73,51457,104662
3552,1095,12,11,11.0,2.73,51492,104727
3553,1096,12,11,11.0,2.73,51527,104792
3554,1097,12,11,11.0,2.73,51562,104857
3555,1098,12,11,11.0,2.73,51597,104922
3556,1099,12,11,11.0,2.73,51639,104997
3557,1100,12,11,11.0,2.73,51674,105062
3558,1101,12,11,11.0,2.73,51709,105127
3559,1102,12,11,11.0,2.73,51744,105192
3560,1103,12,11,11.0,2.73,51786,105267
3561,1104,12,11,11.0,2.73,51821,105332
3562,1105,12,11,11.0,2.73,51856,105397
3563,1106,12,11,11.0,2.73,51891,105462
3564,1107,12,11,11.0,2.73,51926,105527
3565,1108,12,11,11.0,2.73,51968,105602
3566,1109,12,11,11.0,2.73,52003,105667
3567,1110,12,11,11.0,2.73,52038,105732
3568,1111,12,11,11.0,2.73,52073,105797
3569,1112,12,11,11.0,2.73,52115,105872
3570,1113,12,11,11.0,2.73,52150,105937
